STATION,STATION_NAME,DATE,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100119,41.9,48.0,35.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100120,42.0,48.1,35.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100121,42.1,48.2,35.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100122,42.1,48.4,35.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100123,42.2,48.5,35.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100124,42.2,48.6,35.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100125,42.3,48.7,35.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100126,42.3,48.8,35.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100127,42.4,48.9,35.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100128,42.4,49.1,35.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100129,42.4,49.2,35.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100130,42.5,49.3,35.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100131,42.5,49.4,35.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100201,42.6,49.6,35.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100202,42.6,49.7,35.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100203,42.6,49.8,35.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100204,42.7,50.0,35.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100205,42.7,50.1,35.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100206,42.7,50.2,35.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100207,42.8,50.4,35.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100208,42.8,50.5,35.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100209,42.9,50.7,35.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100210,42.9,50.8,35.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100211,43.0,51.0,35.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100212,43.1,51.2,35.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100213,43.2,51.3,35.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100214,43.2,51.5,35.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100215,43.3,51.7,35.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100216,43.4,51.9,35.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100217,43.5,52.0,35.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100218,43.6,52.2,35.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100219,43.8,52.4,35.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100220,43.9,52.6,35.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100221,44.0,52.8,35.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100222,44.2,53.0,35.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100223,44.3,53.2,35.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100224,44.5,53.4,35.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100225,44.6,53.6,35.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100226,44.8,53.8,35.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100227,45.0,54.0,36.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100228,45.2,54.2,36.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100301,45.3,54.4,36.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100302,45.5,54.6,36.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100303,45.7,54.8,36.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100304,45.9,55.0,36.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100305,46.1,55.2,37.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100306,46.3,55.3,37.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100307,46.5,55.5,37.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100308,46.7,55.7,37.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100309,46.9,55.9,37.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100310,47.1,56.1,38.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100311,47.3,56.2,38.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100312,47.4,56.4,38.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100313,47.6,56.6,38.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100314,47.8,56.7,38.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100315,48.0,56.9,39.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100316,48.2,57.0,39.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100317,48.3,57.2,39.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100318,48.5,57.3,39.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100319,48.7,57.5,39.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100320,48.8,57.6,40.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100321,49.0,57.7,40.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100322,49.1,57.9,40.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100323,49.2,58.0,40.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100324,49.4,58.1,40.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100325,49.5,58.2,40.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100326,49.6,58.4,40.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100327,49.7,58.5,41.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100328,49.8,58.6,41.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100329,50.0,58.7,41.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100330,50.1,58.8,41.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100331,50.2,59.0,41.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100401,50.3,59.1,41.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100402,50.4,59.2,41.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100403,50.5,59.3,41.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100404,50.6,59.5,41.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100405,50.7,59.6,41.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100406,50.8,59.7,41.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100407,50.9,59.9,41.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100408,51.0,60.0,41.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100409,51.1,60.2,42.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100410,51.2,60.3,42.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100411,51.3,60.5,42.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100412,51.4,60.7,42.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100413,51.5,60.8,42.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100414,51.6,61.0,42.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100415,51.8,61.2,42.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100416,51.9,61.4,42.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100417,52.1,61.6,42.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100418,52.2,61.8,42.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100419,52.4,62.0,42.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100420,52.5,62.2,42.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100421,52.7,62.4,42.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100422,52.9,62.7,43.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100423,53.1,62.9,43.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100424,53.2,63.1,43.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100425,53.4,63.4,43.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100426,53.6,63.6,43.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100427,53.9,63.8,43.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100428,54.1,64.1,44.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100429,54.3,64.3,44.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100430,54.5,64.6,44.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100501,54.7,64.8,44.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100502,55.0,65.1,44.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100503,55.2,65.3,45.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100504,55.5,65.6,45.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100505,55.7,65.8,45.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100506,55.9,66.1,45.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100507,56.2,66.3,46.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100508,56.4,66.6,46.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100509,56.7,66.8,46.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100510,56.9,67.0,46.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100511,57.1,67.2,47.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100512,57.4,67.5,47.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100513,57.6,67.7,47.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100514,57.9,67.9,47.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100515,58.1,68.1,48.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100516,58.3,68.3,48.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100517,58.5,68.5,48.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100518,58.7,68.7,48.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100519,58.9,68.9,49.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100520,59.2,69.0,49.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100521,59.4,69.2,49.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100522,59.5,69.4,49.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100523,59.7,69.5,49.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100524,59.9,69.7,50.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100525,60.1,69.9,50.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100526,60.3,70.0,50.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100527,60.4,70.2,50.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100528,60.6,70.3,50.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100529,60.8,70.4,51.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100530,60.9,70.6,51.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100531,61.1,70.7,51.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100601,61.2,70.9,51.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100602,61.4,71.0,51.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100603,61.5,71.1,51.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100604,61.6,71.3,52.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100605,61.8,71.4,52.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100606,61.9,71.6,52.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100607,62.0,71.7,52.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100608,62.2,71.9,52.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100609,62.3,72.0,52.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100610,62.5,72.2,52.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100611,62.6,72.4,52.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100612,62.7,72.6,52.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100613,62.9,72.7,53.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100614,63.0,72.9,53.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100615,63.2,73.1,53.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100616,63.3,73.3,53.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100617,63.5,73.5,53.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100618,63.6,73.7,53.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100619,63.8,73.9,53.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100620,64.0,74.1,53.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100621,64.1,74.4,53.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100622,64.3,74.6,54.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100623,64.5,74.8,54.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100624,64.7,75.1,54.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100625,64.8,75.3,54.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100626,65.0,75.6,54.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100627,65.2,75.8,54.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100628,65.4,76.1,54.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100629,65.6,76.3,54.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100630,65.8,76.6,55.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100701,66.0,76.8,55.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100702,66.2,77.1,55.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100703,66.4,77.4,55.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100704,66.6,77.6,55.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100705,66.8,77.9,55.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100706,67.0,78.1,55.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100707,67.2,78.4,56.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100708,67.4,78.6,56.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100709,67.5,78.8,56.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100710,67.7,79.1,56.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100711,67.9,79.3,56.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100712,68.1,79.5,56.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100713,68.3,79.7,56.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100714,68.4,79.9,56.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100715,68.6,80.1,57.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100716,68.7,80.3,57.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100717,68.9,80.5,57.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100718,69.0,80.7,57.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100719,69.1,80.8,57.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100720,69.2,81.0,57.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100721,69.4,81.1,57.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100722,69.5,81.3,57.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100723,69.5,81.4,57.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100724,69.6,81.5,57.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100725,69.7,81.6,57.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100726,69.8,81.7,57.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100727,69.8,81.8,57.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100728,69.9,81.9,57.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100729,69.9,81.9,57.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100730,70.0,82.0,57.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100731,70.0,82.0,57.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100801,70.0,82.1,57.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100802,70.0,82.1,57.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100803,70.0,82.1,57.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100804,70.0,82.1,57.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100805,70.0,82.1,57.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100806,70.0,82.1,57.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100807,69.9,82.1,57.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100808,69.9,82.1,57.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100809,69.9,82.1,57.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100810,69.8,82.0,57.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100811,69.8,82.0,57.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100812,69.7,82.0,57.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100813,69.6,81.9,57.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100814,69.6,81.9,57.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100815,69.5,81.8,57.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100816,69.4,81.7,57.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100817,69.3,81.7,57.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100818,69.2,81.6,56.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100819,69.1,81.5,56.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100820,69.1,81.4,56.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100821,68.9,81.3,56.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100822,68.8,81.2,56.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100823,68.7,81.1,56.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100824,68.6,81.0,56.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100825,68.5,80.9,56.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100826,68.3,80.8,55.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100827,68.2,80.6,55.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100828,68.1,80.5,55.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100829,67.9,80.3,55.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100830,67.7,80.2,55.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100831,67.6,80.0,55.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100901,67.4,79.8,55.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100902,67.2,79.6,54.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100903,67.0,79.4,54.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100904,66.8,79.2,54.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100905,66.6,79.0,54.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100906,66.4,78.8,54.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100907,66.2,78.6,53.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100908,66.0,78.3,53.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100909,65.7,78.0,53.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100910,65.5,77.8,53.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100911,65.2,77.5,52.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100912,64.9,77.2,52.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100913,64.7,76.9,52.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100914,64.4,76.6,52.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100915,64.1,76.3,51.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100916,63.8,75.9,51.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100917,63.5,75.6,51.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100918,63.2,75.2,51.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100919,62.8,74.8,50.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100920,62.5,74.5,50.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100921,62.2,74.1,50.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100922,61.8,73.7,50.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100923,61.5,73.3,49.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100924,61.1,72.9,49.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100925,60.8,72.4,49.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100926,60.4,72.0,48.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100927,60.0,71.6,48.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100928,59.7,71.1,48.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100929,59.3,70.7,47.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20100930,58.9,70.2,47.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101001,58.6,69.8,47.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101002,58.2,69.3,47.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101003,57.8,68.9,46.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101004,57.5,68.4,46.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101005,57.1,68.0,46.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101006,56.7,67.5,45.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101007,56.4,67.1,45.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101008,56.0,66.6,45.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101009,55.7,66.2,45.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101010,55.4,65.7,45.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101011,55.0,65.3,44.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101012,54.7,64.9,44.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101013,54.4,64.4,44.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101014,54.1,64.0,44.1
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101015,53.8,63.6,43.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101016,53.5,63.2,43.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101017,53.2,62.8,43.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101018,52.9,62.4,43.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101019,52.6,62.0,43.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101020,52.4,61.6,43.2
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101021,52.1,61.2,43.0
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101022,51.9,60.8,42.9
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101023,51.6,60.5,42.8
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101024,51.4,60.1,42.7
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101025,51.1,59.7,42.6
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101026,50.9,59.4,42.5
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101027,50.7,59.0,42.4
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101028,50.5,58.7,42.3
GHCND:USW00094298,VANCOUVER PEARSON AIRPORT WA US,20101029,50.3,58.4,42.2
